no	ono	date	uno	mno	quantity	togo	options	optionqty	price	complete
1385	13313032	2024-08-16	36	57	1	0			4900	1
1386	13322033	2024-08-16	57	35	3	0			16500	1
1387	13331034	2024-08-16	63	13	2	0	1,6,7	2,1,1	11100	1
1388	13341035	2024-08-16	64	23	3	0			10800	1
1389	13357036	2024-08-16	105	133	1	0			4100	1
1390	13363037	2024-08-16	108	49	1	0	2	1	6400	1
1391	13373038	2024-08-16	118	47	1	0	2,6	1,1	7000	1
1392	13387039	2024-08-16	129	127	3	0	6	2	14300	1
1393	13394040	2024-08-16	131	71	1	0			3200	1
1394	13403041	2024-08-16	88	50	1	0	7	1	7400	1
1395	13411042	2024-08-16	89	28	2	0	2	1	8500	1
1396	13421043	2024-08-16	122	17	1	0	3	1	3700	1
1397	13436044	2024-08-16	127	116	1	0	6,7	1,1	6700	1
1398	13441045	2024-08-16	1	11	3	0	1,3	2,2	14000	1
1399	13453046	2024-08-16	26	65	3	0	6	2	24500	1
1400	13462047	2024-08-16	35	40	2	0	6	2	11000	1
1401	13471048	2024-08-16	60	29	2	0			8400	1
1402	13482049	2024-08-16	81	32	3	0			11700	1
1403	13491050	2024-08-16	108	27	2	0	1,8	2,1	8200	1
1404	13503051	2024-08-16	116	61	3	0			16500	1
1405	13511052	2024-08-16	142	24	2	0			7200	1
1406	13522053	2024-08-16	143	32	2	0	6	1	8800	1
1407	13531054	2024-08-16	23	22	1	0	1,7	1,1	4400	1
1408	13547055	2024-08-16	84	134	3	0			12300	1
1409	13552056	2024-08-16	88	40	2	0	6	1	10000	1
1410	13566057	2024-08-16	90	125	2	0	6,7	1,2	16000	1
1411	13576058	2024-08-16	99	120	2	0	6,7	2,2	18800	1
1412	13584059	2024-08-16	109	81	2	0			6000	1
1413	13594060	2024-08-16	123	81	1	0			3000	1
1414	13605061	2024-08-16	129	112	2	0	1,6	1,2	14500	1
1415	13615062	2024-08-16	130	112	1	0	1,6	1,1	7500	1
1416	13625063	2024-08-16	133	98	3	0	1,6,8	1,2,1	17000	1
1417	13631064	2024-08-16	141	14	3	0	1,6,7	1,1,2	16000	1
1418	13643065	2024-08-16	1	55	1	0	6	1	6900	1
1419	13658066	2024-08-16	8	137	2	0	6	1	8800	1
1420	13667067	2024-08-16	14	134	1	0	6	1	5100	1
1421	13678068	2024-08-16	16	140	2	0	6	1	8800	1
1422	13688069	2024-08-16	18	142	2	0	6	1	8800	1
1423	13691070	2024-08-16	20	29	1	0	1,3	1,1	5200	1
1424	13705071	2024-08-16	29	101	1	0	1,6,8	1,1,1	7000	1
1425	13718072	2024-08-16	30	139	3	0	6	2	13700	1
1426	13727073	2024-08-16	37	132	2	0	6	2	10200	1
1427	13736074	2024-08-16	46	118	2	0	7	2	15600	1
1428	13746075	2024-08-16	48	122	2	0			14600	1
1429	13753076	2024-08-16	65	48	1	0			5900	1
1430	13764077	2024-08-16	70	78	3	0			9000	1
1431	13778078	2024-08-16	93	136	3	0	6	2	13700	1
1432	13773079	2024-08-16	93	54	3	0	2	2	21700	1
1433	13781080	2024-08-16	114	13	2	0	1,6,7	2,1,1	11100	1
1434	13796081	2024-08-16	118	120	3	0	6,7	1,1	25200	1
1435	13806082	2024-08-16	119	125	2	0	6,7	2,1	16500	1
1436	13811083	2024-08-16	124	2	1	0	1,2,7	1,1,1	3000	1
1437	13827001	2024-08-17	20	132	3	0	6	2	14300	1
1438	13835002	2024-08-17	22	106	1	0	1,6	1,1	6800	1
1439	13843003	2024-08-17	50	63	2	0	6	2	11800	1
1440	13858004	2024-08-17	69	140	2	0	6	1	8800	1
1441	13866005	2024-08-17	99	119	3	0	6	2	25700	1
1442	13865006	2024-08-17	99	104	2	0	1,6,8	2,1,2	18000	1
1443	13873007	2024-08-17	100	51	3	0	7	2	21700	1
1444	13888008	2024-08-17	105	144	2	0			7800	1
1445	13897009	2024-08-17	106	134	1	0			4100	1
1446	13904010	2024-08-17	142	77	2	0			13000	1
1447	13911011	2024-08-17	4	23	3	0			10800	1
1448	13925012	2024-08-17	7	100	2	0	1,6,7	1,2,1	16200	1
1449	13932013	2024-08-17	16	39	1	0			4500	1
1450	13946014	2024-08-17	56	123	2	0	6,7	1,1	16100	1
1451	13953015	2024-08-17	61	47	3	0			16500	1
1452	13964016	2024-08-17	65	84	1	0			2300	1
1453	13975017	2024-08-17	81	107	1	0	1,6,7	1,1,1	6500	1
1454	13987018	2024-08-17	84	132	3	0	6	1	13300	1
1455	13994019	2024-08-17	92	74	1	0			3700	1
1456	14003020	2024-08-17	138	62	1	0	6	1	7900	1
1457	14016021	2024-08-17	139	122	1	0	6,7	1,1	8800	1
1458	14025022	2024-08-17	1	110	1	0	1,8	1,1	8000	1
1459	14031023	2024-08-17	32	24	1	0	3	1	4100	1
1460	14043024	2024-08-17	45	60	2	0			11000	1
1461	14056025	2024-08-17	54	118	2	0	6,7	2,1	17100	1
1462	14066026	2024-08-17	83	123	1	0	6,7	1,1	8800	1
1463	14076027	2024-08-17	84	124	3	0	6	1	22300	1
1464	14085028	2024-08-17	96	114	3	0	3	2	21700	1
1465	14096029	2024-08-17	148	116	1	0	7	1	5700	1
1466	14104030	2024-08-17	11	92	1	0			2100	1
1467	14116031	2024-08-17	25	117	2	0	6	2	15400	1
1468	14125032	2024-08-17	27	104	3	0	1,6,8	1,1,1	23500	1
1469	14132033	2024-08-17	36	43	3	0			11700	1
1470	14141034	2024-08-17	37	14	1	0	1,6	1,1	6000	1
1471	14158035	2024-08-17	67	140	1	0	6	1	4900	1
1472	14163036	2024-08-17	74	60	1	0	6	1	6500	1
1473	14176037	2024-08-17	86	125	1	0	7	1	7500	1
1474	14186038	2024-08-17	91	125	2	0	6	1	15000	1
1475	14198039	2024-08-17	95	143	2	0	6	1	8800	1
1476	14206040	2024-08-17	96	121	2	0	6,7	2,2	18200	1
1477	14211041	2024-08-17	103	3	2	0	6	1	6000	1
1478	14228042	2024-08-17	127	142	1	0			3900	1
1479	14238043	2024-08-17	149	145	1	0	6	1	4900	1
1480	14241044	2024-08-17	1	10	3	0	7	1	11900	1
1481	14258045	2024-08-17	35	143	3	0	6	1	12700	1
1482	14266046	2024-08-17	61	122	1	0	7	1	7800	1
1483	14272047	2024-08-17	75	33	2	0	6	1	10800	1
1484	14284048	2024-08-17	83	78	1	0			3000	1
1485	14294049	2024-08-17	114	88	1	0			2700	1
1486	14307050	2024-08-17	119	132	3	0	6	2	14300	1
1487	14318051	2024-08-17	121	136	3	0			11700	1
1488	14321052	2024-08-17	127	11	1	0	3	1	4500	1
1489	14338053	2024-08-17	142	137	1	0			3900	1
1490	14342054	2024-08-17	21	41	1	0	6	1	5900	1
1491	14355055	2024-08-17	24	98	3	0	1,6,8	2,2,2	18500	1
1492	14366056	2024-08-17	26	119	2	0	6,7	2,1	18300	1
1493	14376057	2024-08-17	32	119	2	0	6,7	2,1	18300	1
1494	14382058	2024-08-17	39	32	1	0	6	1	4900	1
1495	14397059	2024-08-17	41	133	1	0	6	1	5100	1
1496	14405060	2024-08-17	50	108	3	0	1,6,7	2,2,1	17900	1
1497	14414061	2024-08-17	75	94	2	0			6200	1
1498	14425062	2024-08-17	89	115	1	0	3,6	1,1	8700	1
1499	14437063	2024-08-17	102	134	1	0			4100	1
1500	14442064	2024-08-17	110	38	1	0	6	1	4900	1
1501	14451065	2024-08-17	113	20	1	0	6	1	4700	1
1502	14462066	2024-08-17	136	44	2	0	6	1	8800	1
1503	14472067	2024-08-17	144	34	2	0			11000	1
1504	14482068	2024-08-17	148	38	3	0			11700	1
1505	14494069	2024-08-17	13	88	2	0			5400	1
1506	14506070	2024-08-17	33	119	2	0	6,7	1,2	17800	1
1507	14511071	2024-08-17	37	18	2	0	3	1	6500	1
1508	14523072	2024-08-17	40	69	3	0	6	2	22700	1
1509	14532073	2024-08-17	51	33	1	0	6	1	5900	1
1510	14547074	2024-08-17	64	130	1	0	6	1	5100	1
1511	14558075	2024-08-17	75	142	3	0	6	1	12700	1
1512	14567076	2024-08-17	90	130	1	0	6	1	5100	1
1513	14573077	2024-08-17	109	68	1	0	6	1	8500	1
1514	14586078	2024-08-17	115	125	1	0	6,7	1,1	8500	1
1515	14597079	2024-08-17	122	133	1	0	6	1	5100	1
1516	14601080	2024-08-17	138	16	1	0	3	1	3500	1
1517	14615081	2024-08-17	142	106	2	0	1,6,8	2,1,1	13600	1
1518	14621082	2024-08-17	10	18	1	0	2,3,6	1,1,1	5000	1
1519	14632083	2024-08-17	12	44	3	0	6	1	12700	1
1520	14648084	2024-08-17	26	140	3	0	6	1	12700	1
1521	14657085	2024-08-17	27	132	1	0			4100	1
1522	14665086	2024-08-17	44	109	3	0	1	1	15800	1
1523	14671087	2024-08-17	70	1	2	0	1,2	1,1	4000	1
1524	14683088	2024-08-17	76	52	2	0	7	1	14300	1
1525	14692089	2024-08-17	109	31	2	0			9800	1
1526	14706090	2024-08-17	144	116	3	0	6	2	17600	1
1527	14714091	2024-08-17	149	82	2	0			4600	1
1528	14723001	2024-08-18	5	59	1	0			6500	1
1529	14731002	2024-08-18	18	21	2	0	3	1	7300	1
1530	14742003	2024-08-18	37	32	3	0	6	1	12700	1
1531	14758004	2024-08-18	58	140	1	0	6	1	4900	1
1532	14763005	2024-08-18	62	46	3	0	7	1	18200	1
1533	14771006	2024-08-18	95	5	2	0	3	2	8000	1
1534	14787007	2024-08-18	99	126	2	0	6	1	9200	1
1535	14798008	2024-08-18	108	138	1	0	6	1	4900	1
1536	14805009	2024-08-18	118	105	3	0	1,6	1,1	17400	1
1537	14812010	2024-08-18	130	45	2	0			9800	1
1538	14826011	2024-08-18	150	122	1	0	6,7	1,1	8800	1
1539	14836012	2024-08-18	3	120	2	0	6	2	17800	1
1540	14846013	2024-08-18	9	120	3	0	6,7	2,1	26200	1
1541	14846014	2024-08-18	9	123	3	0	7	1	22400	1
1542	14852015	2024-08-18	22	42	3	0			14700	1
1543	14861016	2024-08-18	54	18	1	0	2,3,6	1,1,1	5000	1
1544	14878017	2024-08-18	74	145	3	0	6	1	12700	1
1545	14886018	2024-08-18	75	116	1	0	6,7	1,1	6700	1
1546	14898019	2024-08-18	114	143	3	0	6	2	13700	1
1547	14907020	2024-08-18	130	131	3	0			12300	1
1548	14914021	2024-08-18	136	82	2	0			4600	1
1549	14926022	2024-08-18	142	116	1	0	6	1	6200	1
1550	14932023	2024-08-18	147	31	3	0	6	2	16700	1
1551	14942024	2024-08-18	4	32	3	0	6	2	13700	1
1552	14958025	2024-08-18	6	144	1	0			3900	1
1553	14965026	2024-08-18	41	98	2	0	1,6,8	2,1,1	12000	1
1554	14973027	2024-08-18	78	59	1	0	6	1	7500	1
1555	14987028	2024-08-18	94	133	1	0	6	1	5100	1
1556	14992029	2024-08-18	112	40	1	0	6	1	5500	1
1557	15004030	2024-08-18	145	74	3	0			11100	1
1558	15016031	2024-08-18	149	117	3	0	7	1	20600	1
1559	15028032	2024-08-18	7	137	2	0			7800	1
1560	15036033	2024-08-18	33	118	1	0			7300	1
1561	15043034	2024-08-18	38	66	2	0			15000	1
1562	15056035	2024-08-18	45	118	3	0	6,7	1,2	23900	1
1563	15063036	2024-08-18	50	69	2	0	6	2	15800	1
1564	15076037	2024-08-18	56	121	1	0	7	1	8100	1
1565	15088038	2024-08-18	59	138	3	0	6	2	13700	1
1566	15098039	2024-08-18	64	144	3	0			11700	1
1567	15106040	2024-08-18	122	123	3	0	6,7	1,2	23900	1
1568	15117041	2024-08-18	128	131	1	0			4100	1
1569	15121042	2024-08-18	59	28	3	0	1	1	12500	1
1570	15134043	2024-08-18	64	80	3	0			9000	1
1571	15141044	2024-08-18	66	1	2	0	1	2	4000	1
1572	15151045	2024-08-18	104	12	3	0	6,7	2,2	15900	1
1573	15164046	2024-08-18	105	75	2	0			5400	1
1574	15175047	2024-08-18	112	103	1	0	1,6,8	1,1,1	6700	1
1575	15172048	2024-08-18	112	40	2	0			9000	1
1576	15184049	2024-08-18	119	75	3	0			8100	1
1577	15196050	2024-08-18	25	123	2	0			14600	1
1578	15201051	2024-08-18	29	23	3	0			10800	1
1579	15213052	2024-08-18	37	54	1	0	8	1	7900	1
1580	15222053	2024-08-18	46	35	2	0	6	2	13000	1
1581	15233054	2024-08-18	53	58	3	0	6	2	22700	1
1582	15246055	2024-08-18	55	119	2	0	7	2	16800	1
1583	15255056	2024-08-18	68	107	2	0	1,6	2,2	12000	1
1584	15264057	2024-08-18	91	80	2	0			6000	1
1585	15273058	2024-08-18	100	47	2	0			11000	1
1586	15284059	2024-08-18	117	95	1	0			3100	1
1587	15297060	2024-08-18	121	133	2	0	6	1	9200	1
1588	15301061	2024-08-18	138	18	3	0	3,6	2,1	11000	1
1589	15318062	2024-08-18	22	142	3	0	6	2	13700	1
1590	15326063	2024-08-18	32	117	3	0	6,7	2,1	22600	1
1591	15332064	2024-08-18	57	43	2	0	6	1	8800	1
1592	15348065	2024-08-18	60	142	3	0	6	1	12700	1
1593	15355066	2024-08-18	68	109	3	0	6,8	1,2	18300	1
1594	15367067	2024-08-18	79	127	3	0			12300	1
1595	15374068	2024-08-18	88	84	1	0			2300	1
1596	15381069	2024-08-18	94	21	2	0	3,6	2,1	8800	1
1597	15398070	2024-08-18	102	143	3	0	6	1	12700	1
1598	15401071	2024-08-18	117	12	1	0	6,7	1,1	5800	1
1599	15415072	2024-08-18	125	96	2	0	1,6,8	1,1,1	18300	1
1600	15421073	2024-08-18	1	26	3	0	1,2,7	2,2,1	11500	1
1601	15436074	2024-08-18	43	116	1	0	7	1	5700	1
1602	15445075	2024-08-18	45	108	1	0	6	1	5800	1
1603	15455076	2024-08-18	59	106	3	0	6	1	16900	1
1604	15463077	2024-08-18	86	61	3	0	6	2	18500	1
1605	15477078	2024-08-18	103	127	3	0	6	1	13300	1
1606	15484079	2024-08-18	109	90	3	0			7200	1
1607	15498080	2024-08-18	137	136	1	0			3900	1
1608	15496081	2024-08-18	137	121	3	0	6,7	1,2	24800	1
1609	15508001	2024-08-19	2	141	3	0			11700	1
1610	15516002	2024-08-19	19	122	1	0	6,7	1,1	8800	1
1611	15526003	2024-08-19	22	121	3	0	6,7	1,1	24300	1
1612	15535004	2024-08-19	24	115	2	0	1,3,6	1,1,1	16400	1
1613	15541005	2024-08-19	49	27	3	0	7,8	2,1	11300	1
1614	15556006	2024-08-19	60	123	2	0	6	2	16600	1
1615	15566007	2024-08-19	76	117	2	0	7	2	14400	1
1616	15572008	2024-08-19	93	45	3	0			14700	1
1617	15584009	2024-08-19	129	76	2	0			6600	1
1618	15592010	2024-08-19	130	40	1	0			4500	1
1619	15603011	2024-08-19	132	69	2	0	6	2	15800	1
1620	15612012	2024-08-19	135	35	2	0	6	2	13000	1
1621	15624013	2024-08-19	149	82	3	0			6900	1
1622	15632014	2024-08-19	5	35	1	0	6	1	6500	1
1623	15647015	2024-08-19	17	128	2	0	6	1	9200	1
1624	15658016	2024-08-19	19	141	1	0			3900	1
1625	15666017	2024-08-19	21	116	3	0	7	1	16100	1
1626	15674018	2024-08-19	52	87	3	0			10500	1
1627	15682019	2024-08-19	70	42	3	0	6	1	15700	1
1628	15695020	2024-08-19	73	105	1	0	1,6,8	1,1,1	7800	1
1629	15703021	2024-08-19	97	54	1	0	8	1	7900	1
1630	15713022	2024-08-19	107	51	2	0	6,7	1,1	15300	1
1631	15726023	2024-08-19	118	116	3	0	6,7	2,2	18600	1
1632	15733024	2024-08-19	119	63	2	0	6	1	10800	1
1633	15748025	2024-08-19	150	142	1	0	6	1	4900	1
1634	15757026	2024-08-19	21	129	1	0	6	1	5100	1
1635	15768027	2024-08-19	37	145	2	0			7800	1
1636	15761028	2024-08-19	37	8	2	0	3	1	9500	1
1637	15771029	2024-08-19	38	20	2	0	1,3	1,2	8900	1
1638	15787030	2024-08-19	62	135	2	0	6	2	10200	1
1639	15787031	2024-08-19	62	132	1	0	6	1	5100	1
1640	15797032	2024-08-19	85	131	1	0	6	1	5100	1
1641	15805033	2024-08-19	88	115	1	0	1,3	1,1	8200	1
1642	15815034	2024-08-19	95	102	2	0	1,6,8	2,2,1	18200	1
1643	15826035	2024-08-19	106	119	3	0	7	2	24700	1
1644	15831036	2024-08-19	110	15	1	0	1,2	1,1	4500	1
1645	15846037	2024-08-19	124	122	1	0	6,7	1,1	8800	1
1646	15857038	2024-08-19	127	134	1	0			4100	1
1647	15861039	2024-08-19	8	6	2	0	8	2	9400	1
1648	15875040	2024-08-19	31	102	3	0	1,6	1,1	22800	1
1649	15886041	2024-08-19	36	118	1	0	6	1	8300	1
1650	15895042	2024-08-19	38	109	3	0	1,6	2,2	18300	1
1651	15908043	2024-08-19	40	136	2	0	6	1	8800	1
1652	15915044	2024-08-19	46	108	1	0	6,7	1,1	6300	1
1653	15926045	2024-08-19	50	120	1	0	6,7	1,1	9400	1
1654	15937046	2024-08-19	66	132	2	0	6	1	9200	1
1655	15943047	2024-08-19	76	59	2	0			13000	1
1656	15957048	2024-08-19	77	132	3	0	6	2	14300	1
1657	15965049	2024-08-19	79	115	2	0	3,6	2,2	17400	1
1658	15973050	2024-08-19	88	62	2	0	6	2	15800	1
1659	15983051	2024-08-19	131	51	1	0	7	1	7400	1
1660	15994052	2024-08-19	136	87	3	0			10500	1
1661	16007053	2024-08-19	139	128	2	0	6	1	9200	1
1662	16014054	2024-08-19	143	79	3	0			8400	1
1663	16027055	2024-08-19	145	133	1	0	6	1	5100	1
1664	16035056	2024-08-19	148	108	2	0	7	2	10600	1
1665	16048057	2024-08-19	24	140	2	0	6	1	8800	1
1666	16055058	2024-08-19	35	111	2	0	1,6,8	1,1,1	14500	1
1667	16067059	2024-08-19	41	131	3	0			12300	1
1668	16075060	2024-08-19	60	99	1	0	6,8	1,1	9800	1
1669	16085061	2024-08-19	64	109	1	0	6,8	1,1	7100	1
1670	16094062	2024-08-19	98	94	1	0			3100	1
1671	16103063	2024-08-19	122	51	1	0	7	1	7400	1
1672	16113064	2024-08-19	149	49	2	0	2,7	1,2	13300	1
1673	16126065	2024-08-19	44	118	2	0	6	2	16600	1
1674	16132066	2024-08-19	46	35	1	0	6	1	6500	1
1675	16148067	2024-08-19	58	136	2	0			7800	1
1676	16155068	2024-08-19	62	99	1	0	1,8	1,1	9300	1
1677	16165069	2024-08-19	63	113	1	0	3,6	1,1	8000	1
1678	16175070	2024-08-19	70	107	3	0	6	1	14500	1
1679	16183071	2024-08-19	76	58	1	0	6	1	7900	1
1680	16197072	2024-08-19	133	132	3	0	6	2	14300	1
1681	16197073	2024-08-19	133	127	3	0	6	1	13300	1
1682	16203074	2024-08-19	143	56	1	0			5600	1
1683	16213075	2024-08-19	8	63	1	0	6	1	5900	1
1684	16221076	2024-08-19	15	13	3	0	7	1	13400	1
1685	16231077	2024-08-19	24	10	2	0	1,3,7	2,2,2	10600	1
1686	16248078	2024-08-19	37	136	1	0	6	1	4900	1
1687	16254079	2024-08-19	87	87	3	0			10500	1
1688	16265080	2024-08-19	111	107	1	0	6,7	1,1	6000	1
1689	16275081	2024-08-19	132	107	3	0	1,6,7	1,2,2	17000	1
1690	16281082	2024-08-19	145	21	3	0			10200	1
1691	16294083	2024-08-19	14	74	3	0			11100	1
1692	16308084	2024-08-19	49	138	2	0	6	1	8800	1
1693	16317085	2024-08-19	86	129	2	0			8200	1
1694	16324086	2024-08-19	91	75	3	0			8100	1
1695	16336087	2024-08-19	140	117	2	0	6,7	2,2	16400	1
1696	16348088	2024-08-19	143	145	2	0	6	2	9800	1
1697	16356089	2024-08-19	148	125	3	0	6,7	2,2	24000	1
1698	16367001	2024-08-20	5	133	1	0	6	1	5100	1
1699	16377002	2024-08-20	27	135	2	0	6	2	10200	1
1700	16388003	2024-08-20	32	142	2	0	6	2	9800	1
1701	16392004	2024-08-20	72	43	3	0			11700	1
1702	16402005	2024-08-20	84	38	2	0	6	1	8800	1
1703	16415006	2024-08-20	87	105	3	0	1,6,8	1,1,2	19400	1
1704	16424007	2024-08-20	127	95	3	0			9300	1
1705	16433008	2024-08-20	140	51	1	0	7	1	7400	1
1706	16443009	2024-08-20	142	46	2	0	6,7	1,2	13800	1
1707	16457010	2024-08-20	56	131	1	0			4100	1
1708	16462011	2024-08-20	96	41	3	0	6	2	16700	1
1709	16476012	2024-08-20	100	120	3	0	6,7	1,1	25200	1
1710	16485013	2024-08-20	101	107	1	0	1,7	1,1	5500	1
1711	16495014	2024-08-20	113	115	2	0	3,6	1,2	16900	1
1712	16504015	2024-08-20	130	78	3	0			9000	1
1713	16511016	2024-08-20	147	18	1	0	2,3,6	1,1,1	5000	1
1714	16516017	2024-08-20	147	122	1	0	7	1	7800	1
1715	16524018	2024-08-20	1	79	1	0			2800	1
1716	16534019	2024-08-20	8	95	2	0			6200	1
1717	16543020	2024-08-20	19	46	2	0	7	2	12800	1
1718	16552021	2024-08-20	26	40	1	0			4500	1
1719	16563022	2024-08-20	38	50	1	0	6,7	1,1	8400	1
1720	16574023	2024-08-20	49	95	2	0			6200	1
1721	16584024	2024-08-20	56	92	1	0			2100	1
1722	16591025	2024-08-20	60	22	2	0	6	1	7800	1
1723	16605026	2024-08-20	77	101	1	0	1	1	5000	1
1724	16614027	2024-08-20	82	77	2	0			13000	1
1725	16627028	2024-08-20	90	126	3	0			12300	1
1726	16635029	2024-08-20	102	107	1	0	1,6	1,1	6000	1
1727	16643030	2024-08-20	105	54	2	0	2,8	2,1	15800	1
1728	16652031	2024-08-20	111	39	1	0			4500	1
1729	16667032	2024-08-20	133	128	3	0	6	2	14300	1
1730	16677033	2024-08-20	139	132	2	0			8200	1
1731	16682034	2024-08-20	146	31	3	0			14700	1
1732	16696035	2024-08-20	24	116	1	0			5200	1
1733	16703036	2024-08-20	35	54	2	0	2	2	14800	1
1734	16717037	2024-08-20	38	128	2	0	6	1	9200	1
1735	16728038	2024-08-20	53	144	2	0			7800	1
1736	16733039	2024-08-20	93	48	1	0	2,7	1,1	6900	1
1737	16747040	2024-08-20	115	131	3	0	6	2	14300	1
1738	16746041	2024-08-20	115	120	3	0	6,7	2,1	26200	1
1739	16757042	2024-08-20	125	128	1	0	6	1	5100	1
1740	16763043	2024-08-20	148	64	2	0			11000	1
1741	16774044	2024-08-20	149	89	2	0			5400	1
1742	16781045	2024-08-20	1	28	1	0	1,2	1,1	5000	1
1743	16793046	2024-08-20	11	67	2	0			15000	1
1744	16803047	2024-08-20	13	49	1	0	2	1	6400	1
1745	16816048	2024-08-20	15	124	1	0	7	1	7600	1
1746	16823049	2024-08-20	17	49	1	0	2,7	1,1	6900	1
1747	16836050	2024-08-20	22	120	1	0	6,7	1,1	9400	1
1748	16842051	2024-08-20	26	32	2	0	6	2	9800	1
1749	16858052	2024-08-20	29	138	1	0	6	1	4900	1
1750	16868053	2024-08-20	47	143	2	0	6	2	9800	1
1751	16874054	2024-08-20	49	76	3	0			9900	1
1752	16881055	2024-08-20	54	19	1	0	1,6	1,1	5200	1
1753	16894056	2024-08-20	116	72	3	0			9600	1
1754	16907057	2024-08-20	124	133	1	0			4100	1
1755	16913058	2024-08-20	7	60	3	0	6	2	18500	1
1756	16925059	2024-08-20	16	96	3	0	1,8	1,2	26200	1
1757	16935060	2024-08-20	47	98	2	0	1,6	1,1	10500	1
1758	16946061	2024-08-20	59	122	2	0	6,7	2,2	17600	1
1759	16955062	2024-08-20	78	113	3	0	1,3	1,1	20500	1
1760	16962063	2024-08-20	85	35	3	0	6	1	17500	1
1761	16974064	2024-08-20	92	85	1	0			3500	1
1762	16986065	2024-08-20	93	124	2	0	6	2	16200	1
1763	16991066	2024-08-20	96	13	3	0	1,6,7	2,2,1	16400	1
1764	17005067	2024-08-20	101	96	2	0	1	1	16300	1
1765	17016068	2024-08-20	106	118	1	0	6,7	1,1	8800	1
1766	17028069	2024-08-20	108	143	3	0	6	2	13700	1
1767	17035070	2024-08-20	149	114	3	0	3	2	21700	1
1768	17044071	2024-08-20	8	89	1	0			2700	1
1769	17053072	2024-08-20	44	66	1	0			7500	1
1770	17063073	2024-08-20	87	49	2	0	7	1	12300	1
1771	17066074	2024-08-20	87	118	1	0	6,7	1,1	8800	1
1772	17074075	2024-08-20	100	87	2	0			7000	1
1773	17088076	2024-08-20	124	144	3	0	6	2	13700	1
1774	17092077	2024-08-20	134	39	3	0	6	1	14500	1
1775	17098078	2024-08-20	134	138	1	0			3900	1
1776	17106079	2024-08-20	49	125	2	0	6,7	1,2	16000	1
1777	17116080	2024-08-20	86	123	1	0	6,7	1,1	8800	1
1778	17123081	2024-08-20	101	47	2	0	6	2	13000	1
1779	17136082	2024-08-20	116	116	1	0	7	1	5700	1
1780	17147083	2024-08-20	132	135	3	0	6	1	13300	1
1781	17153084	2024-08-20	136	59	1	0	6	1	7500	1
1782	17166085	2024-08-20	137	122	3	0	7	2	22900	1
1783	17175086	2024-08-20	140	101	3	0	1,6,8	1,2,2	18000	1
1784	17187087	2024-08-20	141	130	1	0	6	1	5100	1
1785	17192001	2024-08-21	7	39	2	0	6	2	11000	1
1786	17207002	2024-08-21	19	134	1	0	6	1	5100	1
1787	17217003	2024-08-21	31	129	2	0	6	2	10200	1
1788	17223004	2024-08-21	36	49	3	0	7	2	18700	1
1789	17236005	2024-08-21	46	117	1	0	6,7	1,1	8200	1
1790	17243006	2024-08-21	62	67	2	0	6	1	16000	1
1791	17253007	2024-08-21	87	47	1	0			5500	1
1792	17261008	2024-08-21	90	8	3	0	1,3	2,2	15500	1
1793	17272009	2024-08-21	111	34	1	0			5500	1
1794	17282010	2024-08-21	114	37	2	0			7800	1
1795	17298011	2024-08-21	117	140	3	0	6	1	12700	1
1796	17303012	2024-08-21	118	61	2	0	6	2	13000	1
1797	17313013	2024-08-21	145	69	1	0	6	1	7900	1
1798	17318014	2024-08-21	145	138	3	0			11700	1
1799	17327015	2024-08-21	147	129	3	0	6	2	14300	1
1800	17332016	2024-08-21	2	41	1	0	6	1	5900	1
1801	17344017	2024-08-21	16	74	1	0			3700	1
1802	17357018	2024-08-21	23	126	3	0	6	1	13300	1
1803	17368019	2024-08-21	26	142	2	0			7800	1
1804	17372020	2024-08-21	38	34	3	0			16500	1
1805	17386021	2024-08-21	50	123	3	0	6,7	2,1	24400	1
1806	17397022	2024-08-21	83	131	2	0	6	1	9200	1
1807	17407023	2024-08-21	90	128	2	0	6	1	9200	1
1808	17417024	2024-08-21	94	131	2	0			8200	1
1809	17428025	2024-08-21	103	143	3	0	6	2	13700	1
1810	17436026	2024-08-21	106	119	1	0	6,7	1,1	9400	1
1811	17443027	2024-08-21	120	50	2	0	7	1	14300	1
1812	17455028	2024-08-21	128	110	2	0	1,6,8	1,2,2	17500	1
1813	17466029	2024-08-21	18	118	1	0	6,7	1,1	8800	1
1814	17474030	2024-08-21	30	82	3	0			6900	1
1815	17486031	2024-08-21	31	123	1	0	6	1	8300	1
1816	17493032	2024-08-21	36	60	1	0	6	1	6500	1
1817	17502033	2024-08-21	41	31	3	0	6	1	15700	1
1818	17515034	2024-08-21	73	113	1	0	1,3	1,1	7500	1
1819	17526035	2024-08-21	82	116	1	0	6,7	1,1	6700	1
1820	17532036	2024-08-21	128	35	1	0			5500	1
1821	17541037	2024-08-21	4	1	2	0	2	1	3500	1
1822	17552038	2024-08-21	7	35	3	0	6	1	17500	1
1823	17567039	2024-08-21	69	128	2	0			8200	1
1824	17573040	2024-08-21	70	62	3	0	6	2	22700	1
1825	17585041	2024-08-21	80	96	1	0	8	1	8900	1
1826	17594042	2024-08-21	84	93	1	0			2100	1
1827	17608043	2024-08-21	144	137	2	0	6	1	8800	1
1828	17613044	2024-08-21	21	48	1	0	7	1	6400	1
1829	17625045	2024-08-21	22	111	2	0	6,8	2,2	16000	1
1830	17633046	2024-08-21	31	50	1	0	6,7	1,1	8400	1
